,index,AGGT,DIV,CIV,HIST,GEO,KISW,ENGL,PHY,CHEM,BIO,B/MATH,Course
765,11875,16,I,C,C,C,B,A,C,C,B,D,PCB
766,11877,8,I,A,A,B,B,A,A,B,A,C,PCB
767,11880,12,I,B,B,C,B,A,C,B,A,C,PCB
768,11882,14,I,B,B,C,B,B,C,C,A,C,PCB
769,11992,22,III,C,D,C,C,B,F,D,C,F,HKL
770,12002,22,III,C,C,C,C,C,F,D,C,F,HGE
771,12007,25,III,C,D,D,C,C,F,D,D,F,PROCUREMENT AND LOGISTICS MANAGEMENT
772,12014,22,III,C,D,D,B,C,D,D,C,C,EGM
773,12019,23,III,C,D,C,C,C,D,D,C,D,DEVELOPMENT ADMINISTRATION AND MANAGEMENT
774,12061,23,III,C,D,C,C,C,F,D,C,D,GEOMATICS
775,12064,19,II,C,C,C,B,A,F,D,C,D,HGL
776,12068,24,III,C,D,C,C,C,F,D,D,F,HGL
777,12074,24,III,C,C,D,C,C,F,D,D,F,PROCUREMENT AND LOGISTICS MANAGEMENT
778,12084,23,III,C,D,D,C,C,F,D,D,B,PROCUREMENT AND LOGISTICS MANAGEMENT
779,12094,24,III,C,D,D,C,C,F,D,C,F,COMMUNITY DEVELOPMENT
780,12109,23,III,C,D,C,B,C,F,D,D,F,LOCAL GOVERNMENT ADMINISTRATION
781,12112,22,III,C,D,C,B,C,F,D,C,D,CERTIFICATE IN MICROFINANCE MANAGEMENT
782,12124,22,III,C,C,C,C,C,F,D,C,D,CERTIFICATE IN MICROFINANCE MANAGEMENT
783,12132,19,II,C,C,C,C,B,D,C,B,D,CBG
784,12136,21,II,C,C,C,C,C,D,C,C,F,HGL
785,12141,24,III,C,D,D,C,C,D,C,D,D,ACCOUNTANCY
786,12144,24,III,D,D,D,C,D,F,C,C,C,HUMAN RESOURCE MANAGEMENT
787,12146,20,II,C,C,D,C,B,D,C,C,C,HKL
788,12153,20,II,C,C,C,B,C,F,C,C,D,HGE
789,12154,21,II,C,C,C,C,B,F,D,C,F,HGL
790,12160,23,III,C,D,C,C,C,F,D,C,F,PUBLIC ADMINISTRATION
791,12198,21,II,C,D,D,B,C,D,C,C,C,PCM
792,12203,21,II,C,C,C,C,C,F,C,C,D,HKL
793,12206,19,II,C,C,C,B,B,D,C,C,D,CBG
794,12208,19,II,B,C,C,C,B,D,C,C,D,CBG
795,12210,20,II,C,C,D,B,C,D,C,C,C,PCM
796,12213,20,II,C,C,C,B,C,D,C,C,C,CBG
797,12214,15,I,C,B,C,B,A,D,B,B,C,BIOTECHNOLOGY
798,12215,19,II,C,C,C,B,B,F,C,C,C,CBG
799,12216,19,II,C,C,C,B,C,D,C,B,C,HGE
800,12217,17,I,C,B,C,A,B,D,C,C,C,CBG
801,12219,19,II,C,C,C,C,B,F,C,B,F,CBG
802,12221,21,II,C,C,C,C,C,F,C,C,D,HGL
803,12222,22,III,C,C,C,C,C,F,D,C,F,HGK
804,12225,19,II,D,A,D,B,B,F,C,C,D,HGL
805,12226,16,I,C,B,C,B,B,D,B,B,C,EGM
806,12229,18,II,B,C,C,B,B,F,C,C,F,HGL
807,12230,17,I,C,A,C,C,B,D,C,B,C,CBG
808,12231,7,I,A,A,B,A,A,B,A,A,A,PCB
809,12233,19,II,C,D,C,C,B,D,C,C,B,PCM
810,12246,22,III,C,D,C,B,C,F,D,C,F,HGL
811,12247,24,III,C,D,D,B,C,F,D,D,F,ACCOUNTANCY
812,12295,20,II,C,D,C,B,C,D,C,C,C,EGM
813,12302,23,III,C,D,D,C,C,D,C,C,D,RURAL DEVELOPMENT PLANNING
814,12306,16,I,B,C,C,B,B,C,B,B,C,PCB
815,12311,23,III,C,D,C,C,C,D,D,C,D,RURAL DEVELOPMENT PLANNING
816,12334,20,II,C,C,C,B,C,D,C,C,C,EGM
817,12335,17,I,B,C,C,B,B,D,C,B,F,PCB
818,12343,21,II,C,D,C,C,C,F,C,C,D,HGL
819,12344,21,II,C,C,C,C,C,D,C,C,D,PCB
820,12345,22,III,C,D,D,B,C,F,D,C,D,HKL
821,12346,22,III,C,C,C,B,C,F,D,D,D,HKL
822,12350,24,III,C,F,D,C,C,D,D,D,D,COMMUNITY DEVELOPMENT
823,12351,18,II,C,C,C,B,A,D,C,C,D,HGL
824,12352,22,III,D,C,D,B,C,D,D,C,D,HKL
825,12353,20,II,C,C,C,C,B,D,C,C,D,CBG
826,12355,15,I,C,B,C,B,B,D,B,B,C,PCB
827,12356,19,II,C,C,C,B,B,F,C,C,C,EGM
828,12357,21,II,C,D,C,C,C,F,C,C,D,HGL
829,12359,20,II,C,C,D,B,C,F,C,C,C,HGL
830,12361,19,II,C,B,C,C,B,D,C,C,C,CBG
831,12362,23,III,C,C,D,C,C,F,D,C,D,INSURANCE AND SOCIAL PROTECTION
832,12363,24,III,C,D,D,C,C,F,D,D,D,ACCOUNTANCY
833,12364,22,III,D,C,D,B,C,F,C,C,D,HKL
834,12365,22,III,C,C,D,C,C,F,D,C,F,ACCOUNTANCY
835,12366,22,III,C,C,C,C,C,F,D,C,F,COMMUNITY DEVELOPMENT
836,12368,22,III,C,C,D,C,C,F,C,C,D,INSURANCE AND RISK MANAGEMENT
837,12369,21,II,C,C,C,C,C,F,C,C,C,HKL
838,12370,24,III,C,D,D,C,C,F,D,C,D,FREIGHT CLEARING AND FORWARDING
839,12371,24,III,D,D,C,C,C,F,D,C,F,HUMAN RESOURCE MANAGEMENT
840,12372,20,II,C,C,C,C,B,D,C,C,C,EGM
841,12373,22,III,D,C,C,C,C,F,C,C,D,RURAL DEVELOPMENT PLANNING
842,12374,21,II,C,C,C,C,C,D,C,C,D,HGL
843,12375,17,I,C,B,C,C,C,C,B,B,B,PGM
844,12376,21,II,C,C,C,C,C,D,C,C,D,HGL
845,12377,24,III,D,D,D,C,C,F,D,C,D,FREIGHT CLEARING AND FORWARDING
846,12378,17,I,C,B,C,B,B,D,C,B,C,PCB
847,12380,20,II,C,C,C,C,B,D,C,C,C,CBG
848,12671,24,III,C,D,C,B,C,F,F,D,F,STASHAHADA YA UALIMU ELIMU YA MSINGI
849,12672,21,II,C,C,C,B,C,F,D,C,F,HGK
850,12686,22,III,C,C,D,B,C,F,D,C,F,HKL
851,12687,24,III,D,D,C,C,C,F,D,C,F,PROCUREMENT AND LOGISTICS MANAGEMENT
852,12688,20,II,C,C,C,B,C,D,C,C,D,HKL
853,12690,21,II,C,D,D,A,B,D,D,C,D,HKL
854,12729,25,III,C,D,C,C,D,F,F,D,F,MARINE OPERATIONS
855,12731,24,III,D,D,C,C,C,F,D,C,D,BUSINESS ADMINISTRATION
856,12733,21,II,C,C,C,C,C,F,C,C,D,CBG
857,12738,23,III,D,C,C,C,C,F,D,C,F,HGL
858,12741,22,III,D,D,C,C,C,F,C,C,D,HGL
859,12743,21,II,C,D,C,B,C,F,C,C,F,HGK
860,12747,18,II,C,C,C,A,C,D,C,B,C,NURSING AND MIDWIFERY
861,12748,21,II,C,C,C,C,C,F,D,C,D,HGL
862,12750,19,II,C,C,C,C,C,D,B,B,C,PCB
863,12751,19,II,C,C,C,B,B,D,C,C,C,CBG
864,12752,19,II,C,B,C,C,B,D,C,C,C,EGM
865,12753,24,III,D,D,C,C,C,D,C,D,D,ACCOUNTANCY
866,12756,20,II,C,C,C,B,C,F,C,C,D,HGE
867,12757,21,II,D,C,C,C,C,D,C,C,C,HGL
868,12760,18,II,C,C,C,B,B,C,B,C,C,EGM
869,12866,10,I,B,B,A,A,A,D,B,A,C,CLINICAL MEDICINE
870,12867,20,II,C,C,C,B,C,F,D,C,F,HGL
871,12869,23,III,C,D,C,C,C,F,D,C,F,PUBLIC ADMINISTRATION
872,12874,21,II,C,C,C,B,C,D,D,C,D,HGK
873,12875,22,III,C,D,C,B,C,F,D,D,D,HGL
874,12888,20,II,C,C,C,B,C,F,D,C,F,HGL
875,12925,21,II,C,C,C,C,C,F,C,C,F,HGL
876,12929,25,III,D,D,D,C,C,F,D,C,D,COMMUNITY DEVELOPMENT
877,12938,17,I,B,B,C,B,C,D,C,B,C,PCB
878,12941,23,III,C,C,D,C,C,F,D,D,F,ACCOUNTANCY
879,13591,25,III,D,F,D,C,C,F,D,D,F,COMMUNITY DEVELOPMENT
880,13595,20,II,C,C,C,C,B,F,D,C,D,HGL
881,13596,21,II,C,D,C,C,C,F,C,C,D,HGL
882,13599,24,III,C,D,D,B,D,F,D,D,F,RECORDS MANAGEMENT
883,13600,24,III,C,D,C,C,D,F,D,D,F,ECONOMICS DEVELOPMENT
884,13601,24,III,C,F,D,B,C,F,D,D,F,PROCUREMENT AND LOGISTICS MANAGEMENT
885,13605,18,II,C,C,C,B,C,D,B,C,D,PCB
886,13606,22,III,C,D,C,B,C,F,D,D,F,HKL
887,13607,24,III,D,D,D,B,C,F,D,C,F,AQUACULTURE TECHNOLOGY
888,13610,21,II,C,C,C,C,C,F,C,C,C,EGM
889,13611,20,II,C,C,C,B,C,F,D,C,F,HGL
890,13614,20,II,C,D,C,B,C,F,C,C,C,HGL
891,13616,21,II,C,D,C,B,C,F,C,C,D,HKL
892,13618,19,II,C,C,C,B,C,D,C,B,C,PCM
893,13622,19,II,B,C,C,B,C,F,D,C,F,HGL
894,13623,20,II,C,C,B,C,C,F,C,C,F,HGE
895,13625,23,III,C,C,D,C,C,F,D,C,F,BUSINESS ADMINISTRATION
896,13626,21,II,C,C,C,C,B,F,D,C,F,HGL
897,13634,23,III,C,D,D,C,C,F,D,C,F,FREIGHT CLEARING AND FORWARDING
898,13636,19,II,B,C,C,B,C,F,C,C,F,CBG
899,13753,24,III,C,C,D,C,D,F,D,D,F,HUMAN RESOURCE MANAGEMENT
900,13756,25,III,D,C,C,C,D,F,D,D,F,HGE
901,13757,19,II,C,C,C,B,B,D,C,C,C,CBG
902,13770,23,III,C,D,C,C,C,F,D,D,D,"LIBRARY, RECORDS AND INFORMATION STUDIES"
903,13778,20,II,C,C,C,B,C,D,C,C,D,HKL
904,13779,22,III,D,C,C,C,C,D,D,C,D,PUBLIC ADMINISTRATION
905,13783,21,II,C,C,C,C,C,F,D,C,F,HGL
906,13786,19,II,C,C,C,B,B,D,C,C,C,CBG
907,13787,24,III,D,C,D,C,C,F,D,C,F,SECRETARIAL STUDIES
908,13788,23,III,C,D,C,C,C,F,D,C,F,INSURANCE AND SOCIAL PROTECTION
909,13795,19,II,C,C,C,B,C,D,C,C,F,CBG
910,13927,21,II,D,D,C,B,C,F,C,C,F,HGK
911,13930,23,III,C,D,C,B,C,F,D,D,F,HGK
912,13932,20,II,C,C,C,B,C,F,C,C,D,CBG
913,13942,18,II,C,C,C,B,A,D,C,C,C,EGM
914,13943,20,II,C,C,C,C,B,D,C,C,C,EGM
915,13946,19,II,C,C,C,C,B,D,C,C,B,PCM
916,13956,18,II,B,C,C,B,B,C,C,C,C,PCB
917,13962,18,II,C,C,C,B,A,C,C,C,C,PGM
918,13963,19,II,C,C,D,C,B,D,C,C,B,PCM
919,13965,14,I,B,A,C,B,A,C,C,B,C,INFORMATION TECHNOLOGY
920,13967,17,I,C,C,C,B,A,D,C,B,D,PCB
921,13969,17,I,B,C,C,B,C,D,C,B,B,PCM
922,13971,16,I,B,B,C,B,B,D,C,B,C,PCB
923,13972,11,I,B,A,B,A,A,C,B,B,B,PCM
924,13973,19,II,D,C,C,C,A,D,C,C,C,PCM
925,13978,18,II,C,C,C,C,A,D,C,B,D,NURSING AND MIDWIFERY
926,13981,7,I,A,A,A,A,A,B,B,A,A,PCB
927,13982,23,III,C,D,D,C,B,D,D,C,F,ENVIRONMENTAL HEALTH SCIENCES
928,13984,12,I,B,A,B,B,A,C,C,A,C,PCM
929,13990,18,II,C,C,C,B,A,D,C,C,C,PCB
930,13993,18,II,C,C,C,B,B,D,C,B,D,HEALTH INFORMATION SCIENCES
931,13995,15,I,A,B,C,C,A,D,C,B,C,PCB
932,13999,12,I,B,B,C,B,A,C,B,A,B,PCB
933,14003,15,I,C,B,C,C,A,D,C,A,B,PCM
934,14004,22,III,C,D,D,C,B,D,D,C,C,STASHAHADA YA UALIMU ELIMU MAALUM (TARAJALI)
935,14008,20,II,C,C,C,C,C,C,C,C,B,EGM
936,14009,20,II,C,C,C,C,B,D,C,C,D,HGE
937,14011,23,III,C,D,D,C,B,F,D,C,F,PUBLIC ADMINISTRATION
938,14012,8,I,A,A,B,A,A,C,B,A,A,COMPUTER ENGINEERING
939,14013,16,I,B,C,C,B,A,C,C,B,C,HKL
940,14014,19,II,C,C,C,C,A,D,C,C,D,PHYSIOTHERAPY
941,14015,11,I,B,B,B,B,A,C,C,A,A,PCB
942,14016,18,II,C,C,C,C,A,C,C,B,C,PCB
943,14017,20,II,C,C,C,C,B,D,C,C,D,HGE
944,14018,18,II,C,C,C,C,B,C,B,B,C,PCB
945,14021,16,I,C,B,C,B,A,C,C,B,C,PGM
946,14022,20,II,C,C,C,C,B,C,C,C,C,PCM
947,14023,17,I,C,C,C,B,A,D,C,B,C,PCM
948,14025,20,II,C,C,C,C,B,D,C,C,C,EGM
949,14026,20,II,C,C,C,C,B,D,C,C,D,HGE
950,14027,20,II,C,C,C,C,B,D,C,C,D,HGE
951,14030,19,II,C,C,C,C,B,D,C,C,B,PGM
952,14031,19,II,C,C,C,C,B,C,C,B,C,PCB
953,14032,15,I,C,B,C,B,A,C,B,B,D,PCB
954,14037,20,II,C,C,C,C,B,D,C,C,C,CBG
955,14039,16,I,B,C,C,B,A,D,C,B,D,NURSING AND MIDWIFERY
956,14040,20,II,C,C,D,B,B,D,C,C,D,HGL
957,14042,20,II,C,C,C,C,B,D,C,C,C,CBG
958,14043,18,II,C,C,C,C,A,C,C,B,C,PCB
959,14044,18,II,C,C,C,B,B,D,C,C,C,PCM
960,14045,18,II,C,C,C,C,A,C,C,B,C,PCM
961,14047,9,I,B,A,B,C,A,B,B,A,A,PCM
962,14049,20,II,C,C,C,D,B,D,C,C,C,HGL
963,14050,11,I,C,B,B,B,A,B,B,A,A,PCM
964,14053,11,I,B,B,C,B,A,C,A,A,C,PCM
965,14054,17,I,C,B,C,C,A,D,C,B,C,PGM
966,14055,18,II,B,C,C,B,B,D,C,C,D,CBG
967,14059,16,I,C,B,B,B,B,D,C,B,C,PCM
968,14061,20,II,C,D,D,C,B,C,C,C,D,PCB
969,14063,9,I,B,B,C,A,A,C,A,A,A,PGM
970,14064,11,I,B,B,C,B,A,C,B,A,A,PCM
971,14065,22,III,C,C,C,C,C,F,D,C,F,TAXATION
972,14066,21,II,C,C,D,C,B,F,D,C,C,HKL
973,14067,7,I,B,A,A,C,A,C,A,A,A,ELECTRONICS AND TELECOMMUNICATION ENGINEERING
974,14068,12,I,B,B,C,B,A,C,B,B,A,PCM
975,14070,12,I,B,A,B,B,A,C,B,B,B,PGM
976,14072,17,I,B,C,C,C,A,C,C,B,C,PGM
977,14073,13,I,C,B,C,B,A,C,B,A,B,PCB
978,14074,15,I,C,B,C,C,A,C,C,B,A,PCM
979,14075,12,I,C,B,C,B,A,C,B,A,A,PGM
980,14076,18,II,B,C,C,C,A,C,C,C,C,PCM
981,14078,19,II,C,C,C,B,B,D,C,C,C,PGM
982,14079,21,II,C,C,C,C,B,D,D,C,D,HGL
983,14421,23,III,C,C,C,C,C,-,D,D,D,SECRETARIAL STUDIES
984,14425,20,II,C,C,C,B,C,-,F,C,F,HGL
985,14426,19,II,B,C,C,C,B,-,D,C,D,HGL
986,14429,22,III,C,C,C,C,C,-,D,C,D,INSURANCE AND SOCIAL PROTECTION
987,14435,20,II,C,C,C,B,C,-,C,C,D,HGL
988,14441,23,III,C,D,C,C,C,-,F,C,F,STASHAHADA YA UALIMU ELIMU YA MSINGI
989,14525,21,II,C,C,D,B,C,D,C,C,D,HKL
990,14570,21,II,C,D,C,B,C,F,C,C,D,RURAL DEVELOPMENT PLANNING
991,14582,14,I,A,B,C,B,C,C,A,B,C,PCB
992,14594,19,II,C,C,C,A,C,F,C,C,D,CBG
993,14725,23,III,C,D,C,C,C,F,D,D,F,BANKING AND FINANCE
994,14726,25,III,D,D,D,C,C,F,D,C,D,CERTIFICATE IN MICROFINANCE MANAGEMENT
995,14732,19,II,C,C,C,B,B,D,C,C,F,CBG
996,14740,23,III,C,D,C,C,C,D,D,C,F,COMMUNITY DEVELOPMENT
997,14745,21,II,C,C,C,B,C,F,D,C,D,HKL
998,14760,25,III,D,D,D,C,C,F,C,D,D,PROCUREMENT AND LOGISTICS MANAGEMENT
999,14987,25,III,C,D,D,C,D,F,D,C,F,PROCUREMENT AND LOGISTICS MANAGEMENT
1000,14995,24,III,C,D,D,C,C,F,D,C,F,HUMAN RESOURCE MANAGEMENT
1001,14997,24,III,C,D,D,C,C,F,D,C,F,COMMUNITY DEVELOPMENT
1002,15000,21,II,C,C,C,C,C,F,C,C,C,CBG
1003,15001,21,II,C,D,C,B,C,F,C,C,F,HGL
1004,15002,24,III,C,D,C,C,C,F,D,D,F,SECRETARIAL STUDIES
1005,15005,22,III,C,D,C,C,C,D,C,C,D,HGL
1006,15010,22,III,C,C,C,C,C,F,D,C,F,HGE
1007,15011,23,III,C,D,D,B,C,F,D,C,D,HUMAN RESOURCE MANAGEMENT
1008,15012,20,II,C,C,C,B,C,D,C,C,C,CBG
1009,15013,21,II,C,C,C,B,C,F,D,C,F,HGK
1010,15015,24,III,C,D,C,B,D,F,D,D,F,COMMUNITY DEVELOPMENT
1011,15018,21,II,C,D,C,C,C,F,C,C,C,EGM
1012,15020,24,III,C,D,C,C,D,F,D,C,F,ACCOUNTANCY
1013,15021,23,III,C,C,C,C,D,F,D,C,F,HGE
1014,15024,24,III,C,D,C,C,D,F,D,C,F,COMMUNITY DEVELOPMENT
1015,15046,23,III,C,D,D,C,C,F,C,C,F,HUMAN RESOURCE MANAGEMENT
1016,15049,18,II,B,C,C,A,C,F,C,C,D,CBG
1017,15050,25,III,C,F,C,C,C,F,D,D,F,HUMAN RESOURCE MANAGEMENT
1018,15053,22,III,C,D,D,C,C,D,C,C,C,PCM
1019,15058,24,III,C,D,D,C,C,F,D,C,F,"LIBRARY, RECORDS AND INFORMATION STUDIES"
1020,15074,23,III,C,D,D,C,C,F,C,C,F,TAXATION
1021,15077,21,II,C,C,C,C,C,D,C,C,C,HGL
1022,15078,19,II,C,C,C,C,B,D,C,B,D,CBG
1023,15081,23,III,C,D,D,B,C,F,D,C,F,PROCUREMENT AND LOGISTICS MANAGEMENT
1024,15083,24,III,C,F,C,C,D,F,C,C,F,COMMUNITY DEVELOPMENT
1025,15085,14,I,B,C,B,A,B,D,B,B,C,PCB
1026,15086,22,III,C,C,C,C,C,F,D,C,D,HUMAN RESOURCE MANAGEMENT
1027,15087,20,II,C,C,C,B,C,D,C,C,C,CBG
1028,15089,18,II,C,C,C,B,B,D,C,B,C,CBG
1029,15094,20,II,C,C,C,C,C,D,C,B,C,HGE
1030,15095,16,I,B,B,C,B,C,D,C,A,C,PCB
1031,15100,23,III,C,D,C,C,D,F,C,C,F,ACCOUNTANCY
1032,15102,20,II,C,C,C,B,C,D,C,C,D,HGE
1033,15105,20,II,B,C,C,C,C,F,C,C,F,HGL
1034,15107,24,III,C,D,C,C,C,F,D,D,F,RECORDS MANAGEMENT
1035,15108,23,III,C,D,C,C,D,D,C,C,D,HUMAN RESOURCE MANAGEMENT
1036,15110,19,II,C,B,C,B,C,D,C,C,D,CBG
1037,15121,21,II,C,C,C,C,C,F,C,C,D,HGL
1038,15130,21,II,C,C,C,C,C,D,C,C,D,HGL
1039,15131,20,II,C,C,C,B,C,F,C,C,F,HGK
1040,15133,24,III,C,D,D,C,C,F,D,C,F,COMMUNITY DEVELOPMENT
1041,15134,22,III,C,D,C,C,C,F,C,C,F,COMMUNITY DEVELOPMENT
1042,15135,21,II,C,C,C,C,C,D,C,C,C,HGL
1043,15138,21,II,B,C,C,C,C,F,D,C,F,RECORDS MANAGEMENT
1044,15140,21,II,C,C,C,C,C,F,C,C,F,DEVELOPMENT ADMINISTRATION AND MANAGEMENT
1045,15749,23,III,C,D,D,C,C,X,C,C,F,BANKING AND FINANCE
1046,15750,20,II,C,D,C,C,B,D,C,C,C,EGM
1047,15753,18,II,C,C,C,B,B,D,C,B,D,CBG
1048,15758,19,II,C,C,C,B,B,D,C,C,C,EGM
1049,15760,22,III,C,D,D,C,C,D,C,C,D,WATER LABORATORY TECHNOLOGY
1050,15762,20,II,C,D,C,C,B,D,C,C,D,PCB
1051,15765,16,I,C,B,C,B,B,C,C,C,C,PCB
1052,15767,18,II,C,D,C,B,B,C,C,C,C,EGM
1053,15768,20,II,C,C,C,C,B,D,C,C,D,CBG
1054,15771,12,I,B,C,B,B,A,C,B,A,C,PCB
1055,15773,23,III,D,D,D,C,B,X,C,C,F,PERFORMING AND VISUAL ARTS
1056,15774,16,I,C,C,C,C,A,C,B,B,C,PCB
1057,15776,23,III,D,D,D,C,C,D,C,C,C,MARKETING
1058,15777,20,II,C,C,C,C,B,C,C,C,D,HGE
1059,15785,20,II,C,D,C,B,B,X,D,C,F,HGK
1060,15792,21,II,C,C,C,C,C,D,C,C,D,HGK
1061,15793,19,II,C,C,C,C,A,C,C,C,C,PCM
1062,15796,21,II,C,D,C,C,C,C,C,C,D,STASHAHADA MAALUMU YA UALIMU WA MASOMO YA SAYANSI (FIZIKIA NA KEMIA)
1063,15799,12,I,B,B,B,B,B,C,A,B,A,PCB
1064,15803,16,I,B,C,C,B,A,C,B,C,C,INFORMATION TECHNOLOGY
1065,15804,14,I,B,C,C,B,B,B,B,B,B,PCB
1066,15809,24,III,C,D,D,C,C,D,C,D,D,RECORDS MANAGEMENT
1067,15812,18,II,B,D,C,B,B,C,C,C,C,PCB
1068,15823,21,II,C,C,C,C,C,X,C,C,D,HGL
1069,15824,20,II,C,C,C,C,B,D,C,C,C,EGM
1070,15826,21,II,C,C,C,C,C,D,C,C,C,HGE
1071,15828,23,III,C,D,D,C,C,D,C,C,D,COMMUNITY DEVELOPMENT
1072,15835,25,III,C,D,D,C,D,F,D,C,F,LOGISTICS AND TRANSPORT MANAGEMENT
1073,15836,23,III,C,D,C,C,C,F,D,C,D,BUSINESS MANAGEMENT
1074,15839,22,III,C,D,C,C,C,D,D,C,D,HGL
1075,15847,23,III,C,D,D,B,C,D,D,C,D,CIVIL ENGINEERING WITH COMMUNITY DEVELOPMENT
1076,15848,25,III,C,D,D,C,D,F,D,D,F,PUBLIC ADMINISTRATION
1077,15858,22,III,C,D,C,B,C,F,D,C,D,HGK
1078,15865,22,III,C,C,C,C,C,F,D,C,D,HGE
1079,15866,25,III,C,D,D,D,C,F,D,D,C,PERFORMING AND VISUAL ARTS
1080,15869,22,III,D,C,D,C,C,F,D,C,C,HKL
1081,15874,21,II,C,C,D,B,C,F,D,C,D,HGK
1082,15879,24,III,D,D,C,C,C,F,D,C,F,HUMAN RESOURCE MANAGEMENT
1083,15882,21,II,C,D,C,C,C,D,C,C,C,STASHAHADA MAALUMU YA UALIMU WA MASOMO YA SAYANSI (HISABATI NA TEHAMA)
1084,15886,21,II,C,D,D,C,B,D,C,C,C,STASHAHADA YA UALIMU ELIMU YA MSINGI (ENGLISH MEDIUM)
1085,15892,21,II,C,D,C,C,C,D,C,B,D,CBG
1086,15900,23,III,C,D,C,C,D,D,C,C,D,CERTIFICATE IN MICROFINANCE MANAGEMENT
1087,15903,23,III,C,D,C,C,C,F,D,C,F,PROCUREMENT AND LOGISTICS MANAGEMENT
1088,15908,19,II,C,D,C,A,C,F,C,C,D,CBG
1089,15909,21,II,D,D,C,A,C,D,C,C,D,HKL
1090,15911,22,III,D,D,D,B,C,D,C,C,C,STASHAHADA MAALUMU YA UALIMU WA MASOMO YA SAYANSI (KEMIA NA HISABATI)
1091,15915,20,II,C,C,C,B,C,D,C,C,C,HGE
1092,15916,20,II,C,C,D,A,C,D,C,C,D,HKL
1093,15922,16,I,B,C,C,A,C,D,B,B,C,CLINICAL MEDICINE
1094,15927,22,III,C,D,D,B,C,F,C,C,D,HKL
1095,15933,23,III,C,D,C,C,D,D,C,C,D,HYDRO-GEOLOGY AND WATER-WELL DRILLING
1096,15934,18,II,C,C,C,B,B,D,C,B,D,PCB
1097,15936,18,II,C,C,C,A,C,D,C,B,C,STASHAHADA MAALUMU YA UALIMU WA MASOMO YA SAYANSI (KEMIA NA BAIOLOJIA )
1098,15948,19,II,C,C,C,A,C,D,C,C,D,NURSING AND MIDWIFERY
1099,15950,19,II,C,C,C,A,C,D,C,C,C,CBG
1100,15951,20,II,C,C,C,B,C,D,C,C,C,EGM
1101,15955,11,I,B,A,B,A,B,C,B,A,B,PCB
1102,15959,17,I,C,C,D,A,B,D,B,C,C,CLINICAL MEDICINE
1103,15961,21,II,C,C,C,C,C,F,C,C,D,CBG
1104,15963,17,I,C,C,C,A,B,C,C,C,B,CLINICAL MEDICINE
1105,15969,20,II,C,D,C,A,C,F,C,C,D,CBG
1106,15973,21,II,C,D,D,B,C,D,C,C,C,STASHAHADA MAALUMU YA UALIMU WA MASOMO YA SAYANSI (KEMIA NA HISABATI)
1107,15976,21,II,C,D,C,B,D,D,C,C,C,STASHAHADA MAALUMU YA UALIMU WA MASOMO YA SAYANSI (KEMIA NA HISABATI)
1108,15981,20,II,C,C,C,B,C,D,C,C,D,CBG
1109,15988,20,II,C,D,C,B,C,D,C,C,C,STASHAHADA MAALUMU YA UALIMU WA MASOMO YA SAYANSI (KEMIA NA BAIOLOJIA )
1110,15990,25,III,D,D,D,C,D,D,C,C,D,MECHANICAL ENGINEERING
1111,15992,18,II,C,C,C,A,C,D,C,B,D,NURSING AND MIDWIFERY
1112,15994,21,II,C,D,C,A,D,D,C,C,D,HGK
1113,15996,21,II,C,D,C,B,C,D,C,C,D,HGK
1114,15997,21,II,C,C,C,B,D,F,C,C,D,CBG
1115,15999,18,II,C,C,C,A,C,D,C,B,D,HGE
1116,16001,21,II,C,D,C,B,C,F,C,C,F,HGK
1117,16002,22,III,C,D,C,C,C,D,C,C,D,HGL
1118,16012,17,I,C,D,C,A,C,D,B,B,C,CLINICAL MEDICINE
1119,16017,20,II,C,C,C,B,C,D,C,C,D,CBG
1120,16019,22,III,C,C,C,B,C,X,X,C,F,HKL
1121,16020,17,I,C,C,C,B,B,C,C,B,B,CLINICAL MEDICINE
1122,16021,16,I,C,C,C,A,C,D,B,A,C,CLINICAL MEDICINE
1123,16022,21,II,C,D,D,B,C,D,C,C,C,ELECTRICAL AND BIOMEDICAL ENGINEERING
1124,16024,20,II,C,C,C,C,D,D,C,B,F,CBG
1125,16030,19,II,C,C,C,A,C,D,C,C,D,STASHAHADA MAALUMU YA UALIMU WA MASOMO YA SAYANSI (KEMIA NA BAIOLOJIA )
1126,16033,20,II,C,C,C,B,D,C,C,C,C,PCM
1127,16034,11,I,C,A,B,A,B,D,B,A,C,PCB
1128,16035,16,I,B,B,C,A,C,D,C,B,D,CBG
1129,16037,23,III,C,D,D,C,D,D,C,C,C,DEVELOPMENT ADMINISTRATION AND MANAGEMENT
1130,16041,19,II,C,C,C,A,C,D,C,C,C,CBG
1131,16042,24,III,D,D,D,C,D,D,C,C,C,HUMAN RESOURCE MANAGEMENT
1132,16043,17,I,C,C,C,A,C,C,B,B,D,CBG
1133,16044,19,II,C,C,C,A,C,D,C,C,D,CBG
1134,16046,22,III,C,D,C,C,C,D,C,C,D,RECORDS MANAGEMENT
1135,16051,18,II,C,C,C,B,C,D,B,B,C,HKL
1136,16061,19,II,C,D,C,B,C,D,C,B,C,NURSING AND MIDWIFERY
1137,16062,19,II,C,D,C,B,C,D,C,B,C,CBG
1138,16064,20,II,C,D,C,B,C,D,C,C,C,EGM
1139,16066,19,II,C,C,C,B,C,D,C,B,C,CBG
1140,16067,20,II,C,D,C,B,C,D,C,C,D,HKL
